================ Training Loss (Mon May  1 02:25:11 2023) ================
(epoch: 1, iters: 100, time: 0.202, data: 1.240) D_A: 0.357 G_A: 0.336 cycle_A: 2.268 idt_A: 1.037 D_B: 0.381 G_B: 0.338 cycle_B: 2.088 idt_B: 1.088 
(epoch: 1, iters: 200, time: 0.182, data: 0.001) D_A: 0.329 G_A: 0.313 cycle_A: 2.236 idt_A: 1.211 D_B: 0.319 G_B: 0.424 cycle_B: 2.794 idt_B: 0.977 
(epoch: 1, iters: 300, time: 0.143, data: 0.007) D_A: 0.290 G_A: 0.352 cycle_A: 2.191 idt_A: 1.539 D_B: 0.247 G_B: 0.278 cycle_B: 3.159 idt_B: 0.955 
(epoch: 1, iters: 400, time: 0.441, data: 0.001) D_A: 0.275 G_A: 0.256 cycle_A: 2.454 idt_A: 0.748 D_B: 0.227 G_B: 0.301 cycle_B: 2.003 idt_B: 1.244 
(epoch: 1, iters: 500, time: 0.179, data: 0.005) D_A: 0.287 G_A: 0.330 cycle_A: 1.946 idt_A: 1.021 D_B: 0.178 G_B: 0.456 cycle_B: 2.058 idt_B: 0.905 
(epoch: 1, iters: 600, time: 0.181, data: 0.012) D_A: 0.300 G_A: 0.159 cycle_A: 1.744 idt_A: 0.887 D_B: 0.281 G_B: 0.334 cycle_B: 2.325 idt_B: 0.738 
(epoch: 1, iters: 700, time: 0.179, data: 0.011) D_A: 0.231 G_A: 0.415 cycle_A: 1.647 idt_A: 0.805 D_B: 0.261 G_B: 0.317 cycle_B: 1.736 idt_B: 0.725 
(epoch: 1, iters: 800, time: 0.260, data: 0.004) D_A: 0.301 G_A: 0.316 cycle_A: 1.916 idt_A: 0.713 D_B: 0.226 G_B: 0.266 cycle_B: 1.907 idt_B: 0.849 
(epoch: 1, iters: 900, time: 0.175, data: 0.001) D_A: 0.207 G_A: 0.431 cycle_A: 2.107 idt_A: 0.605 D_B: 0.226 G_B: 0.284 cycle_B: 1.936 idt_B: 0.996 
(epoch: 1, iters: 1000, time: 0.176, data: 0.002) D_A: 0.313 G_A: 0.241 cycle_A: 1.233 idt_A: 0.831 D_B: 0.282 G_B: 0.526 cycle_B: 2.110 idt_B: 0.621 
(epoch: 1, iters: 1100, time: 0.168, data: 0.004) D_A: 0.255 G_A: 0.391 cycle_A: 1.806 idt_A: 0.991 D_B: 0.189 G_B: 0.451 cycle_B: 2.440 idt_B: 0.932 
